history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
3/1/10,Consumer Price Index,Tech I modules,1.00676,1.58681E+13,0.000629
3/1/10,Consumer Price Index,Tech I ships,1.002949,2.38162E+13,0.000411
3/1/10,Consumer Price Index,Tech II Rigs,0.925913,2.20899E+12,-0.000959
3/1/10,Consumer Price Index,Tech II modules,0.958879,1.41716E+13,-0.003417
3/1/10,Consumer Price Index,Tech II ships,0.932168,2.47957E+13,-0.009863
3/1/10,Consumer Price Index,Tech III ships,0.95777,2.25225E+12,-0.000557
3/1/10,Consumer Price Index,Tech III subsystems,0.968081,3.35567E+12,-0.000628
3/1/10,Mineral Price Index,High-End Minerals,0.913351,4.19499E+12,-0.023181
3/1/10,Mineral Price Index,Low-End Minerals,1.033764,1.14852E+13,0.02473
3/1/10,Primary Producer Price Index,Advanced Moon Materials,0.922379,6.73174E+12,-0.029289
3/1/10,Primary Producer Price Index,Alloys & Compounds,0.95863,1.75913E+12,-0.004079
3/1/10,Primary Producer Price Index,Blueprints,0.994904,12510466075,-3.00E-06
3/1/10,Primary Producer Price Index,Commodity,1.01281,1.54593E+11,0.000111
3/1/10,Primary Producer Price Index,Datacores,1.038709,1.66347E+12,0.003609
3/1/10,Primary Producer Price Index,Decryptors,0.997407,5.442E+11,-7.90E-05
3/1/10,Primary Producer Price Index,Hybrid polymers,1.050165,2.95646E+11,0.000831
3/1/10,Primary Producer Price Index,Ice,0.869208,1.11214E+12,-0.008153
3/1/10,Primary Producer Price Index,Ore,1.031484,6.27256E+11,0.001106
3/1/10,Primary Producer Price Index,Planetary Processed Materials,0.998147,45846330254,-4.00E-06
3/1/10,Primary Producer Price Index,Planetary Refined Commodities,0.997362,3.19366E+11,-4.70E-05
3/1/10,Primary Producer Price Index,Planetary Specialized Commodities,1.002302,3.68206E+11,4.70E-05
3/1/10,Primary Producer Price Index,Processed Moon Materials,1.032233,1.18675E+12,0.002144
3/1/10,Primary Producer Price Index,Raw Moon Materials,1.094151,2.85292E+12,0.015056
3/1/10,Primary Producer Price Index,Reaction,0.961635,1840105487,-3.00E-06
3/1/10,Primary Producer Price Index,Reactions,0.975486,32606521702,-4.40E-05
3/1/10,Primary Producer Price Index,Sleeper relics,0.83454,1.31648E+11,-0.001221
3/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.68637,3223035297,-7.00E-05
3/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,0.997928,1.23964E+12,-0.000178
3/1/10,Secondary Producer Price Index,Blueprints,1.005043,3.18703E+12,0.001114
3/1/10,Secondary Producer Price Index,Boosters,2.134527,4745415238,0.000373
3/1/10,Secondary Producer Price Index,Capital Ship Components,1.094658,1.20877E+11,0.000793
3/1/10,Secondary Producer Price Index,Commodity,1.001396,1.79058E+12,0.000173
3/1/10,Secondary Producer Price Index,Planetary Commodities,0.99255,88333700646,-4.50E-05
3/1/10,Secondary Producer Price Index,Planetary Refined Commodities,1.001862,1.20218E+12,0.000155
3/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,0.998873,5.83532E+11,-4.50E-05
3/1/10,Secondary Producer Price Index,Salvaged materials,0.962965,4.54325E+12,-0.011668
3/1/10,Secondary Producer Price Index,Starbase structures,1.07452,2.10866E+11,0.001089
3/1/10,Secondary Producer Price Index,Station components,1.006092,1.80546E+11,7.60E-05
3/1/10,Secondary Producer Price Index,Tech II construction components,0.89722,1.22258E+12,-0.008713
3/1/10,Secondary Producer Price Index,Tech III Subsystem Components,0.995084,42871813008,-1.40E-05
4/1/10,Consumer Price Index,Ammo,0.999987,6.78637E+12,0
4/1/10,Consumer Price Index,Boosters,1.011157,1.09001E+11,6.00E-06
4/1/10,Consumer Price Index,Commodity,1.002701,9.87748E+12,0.000144
4/1/10,Consumer Price Index,Drones,0.995102,2.37583E+12,-6.30E-05
4/1/10,Consumer Price Index,Ice Products,0.920029,1.04181E+13,-0.004515
4/1/10,Consumer Price Index,Implants,1.027292,2.02172E+13,0.00299
4/1/10,Consumer Price Index,Insignias,1.004853,9.2395E+12,0.000243
4/1/10,Consumer Price Index,Scripts,0.974604,3741552996,0
4/1/10,Consumer Price Index,Skills,0.999813,1.52186E+13,-1.50E-05
4/1/10,Consumer Price Index,Sovereignty Structures,1.005943,3.35212E+11,1.00E-05
4/1/10,Consumer Price Index,Starbase structures,0.994113,8.36169E+12,-0.000266
4/1/10,Consumer Price Index,Tech I Rigs,1.011765,9.23499E+12,0.000588
4/1/10,Consumer Price Index,Tech I modules,1.005892,1.73844E+13,0.000555
4/1/10,Consumer Price Index,Tech I ships,1.01039,2.57731E+13,0.001451
4/1/10,Consumer Price Index,Tech II Rigs,0.958616,2.51024E+12,-0.000563
4/1/10,Consumer Price Index,Tech II modules,0.975671,1.47984E+13,-0.001951
4/1/10,Consumer Price Index,Tech II ships,0.937493,2.55595E+13,-0.008659
4/1/10,Consumer Price Index,Tech III ships,0.957407,2.55085E+12,-0.000588
4/1/10,Consumer Price Index,Tech III subsystems,0.946296,3.74833E+12,-0.001091
4/1/10,Mineral Price Index,High-End Minerals,1.209356,5.90598E+12,0.067556
4/1/10,Mineral Price Index,Low-End Minerals,0.966023,1.23965E+13,-0.023013
4/1/10,Primary Producer Price Index,Advanced Moon Materials,0.924961,6.68131E+12,-0.026886
4/1/10,Primary Producer Price Index,Alloys & Compounds,1.077422,1.81571E+12,0.007538
4/1/10,Primary Producer Price Index,Blueprints,1.001066,11253696005,0
4/1/10,Primary Producer Price Index,Commodity,1.018701,1.71268E+11,0.000171
4/1/10,Primary Producer Price Index,Datacores,1.063305,1.96797E+12,0.00668
4/1/10,Primary Producer Price Index,Decryptors,1.019186,5.83824E+11,0.0006
4/1/10,Primary Producer Price Index,Hybrid polymers,0.923628,3.27596E+11,-0.001341
4/1/10,Primary Producer Price Index,Ice,0.926698,1.16579E+12,-0.004582
4/1/10,Primary Producer Price Index,Ore,0.981133,6.98001E+11,-0.000706
4/1/10,Primary Producer Price Index,Planetary Processed Materials,1.003345,49409450351,8.00E-06
4/1/10,Primary Producer Price Index,Planetary Refined Commodities,0.999685,3.62899E+11,-6.00E-06
4/1/10,Primary Producer Price Index,Planetary Specialized Commodities,1.002508,4.24928E+11,5.70E-05
4/1/10,Primary Producer Price Index,Processed Moon Materials,0.977945,1.26326E+12,-0.001494
4/1/10,Primary Producer Price Index,Raw Moon Materials,1.055538,2.96366E+12,0.008826
4/1/10,Primary Producer Price Index,Reaction,0.979766,1983521258,-2.00E-06
4/1/10,Primary Producer Price Index,Reactions,0.972051,30214013310,-4.50E-05
4/1/10,Primary Producer Price Index,Sleeper relics,1.077166,1.28211E+11,0.00053
4/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.997771,7805440197,-1.00E-06
4/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,0.973888,1.3614E+12,-0.002276
4/1/10,Secondary Producer Price Index,Blueprints,0.998907,3.59875E+12,-0.000251
4/1/10,Secondary Producer Price Index,Boosters,0.483938,421307596.3,-1.30E-05
4/1/10,Secondary Producer Price Index,Capital Ship Components,0.974306,1.16055E+11,-0.00019
4/1/10,Secondary Producer Price Index,Commodity,0.999379,1.98414E+12,-7.80E-05
4/1/10,Secondary Producer Price Index,Planetary Commodities,1.04814,97435587340,0.0003
4/1/10,Secondary Producer Price Index,Planetary Refined Commodities,1.00275,1.30599E+12,0.000229
4/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,1.000697,6.27503E+11,2.80E-05
4/1/10,Secondary Producer Price Index,Salvaged materials,1.007482,4.82614E+12,0.002312
4/1/10,Secondary Producer Price Index,Starbase structures,0.980149,2.5524E+11,-0.000324
4/1/10,Secondary Producer Price Index,Station components,0.999412,2.26353E+11,-8.00E-06
4/1/10,Secondary Producer Price Index,Tech II construction components,0.920759,1.17315E+12,-0.005952
4/1/10,Secondary Producer Price Index,Tech III Subsystem Components,0.969769,37567170020,-7.20E-05
5/1/10,Consumer Price Index,Ammo,0.970985,6.56587E+12,-0.001082
5/1/10,Consumer Price Index,Boosters,0.994287,1.06269E+11,-3.00E-06
5/1/10,Consumer Price Index,Commodity,1.001056,9.41237E+12,5.60E-05
5/1/10,Consumer Price Index,Drones,1.011994,2.15676E+12,0.000147
5/1/10,Consumer Price Index,Ice Products,0.900705,9.24783E+12,-0.005219
5/1/10,Consumer Price Index,Implants,1.009528,1.9008E+13,0.001029
5/1/10,Consumer Price Index,Insignias,0.981939,8.96474E+12,-0.00092
5/1/10,Consumer Price Index,Scripts,0.934708,18615706466,-6.00E-06
5/1/10,Consumer Price Index,Skills,0.997175,1.46948E+13,-0.000235
5/1/10,Consumer Price Index,Sovereignty Structures,0.991338,3.125E+11,-1.50E-05
5/1/10,Consumer Price Index,Starbase structures,0.988004,7.3386E+12,-0.0005
5/1/10,Consumer Price Index,Tech I Rigs,1.031656,9.42425E+12,0.001695
5/1/10,Consumer Price Index,Tech I modules,0.952094,1.59275E+13,-0.004336
5/1/10,Consumer Price Index,Tech I ships,0.994349,2.46095E+13,-0.00079
5/1/10,Consumer Price Index,Tech II Rigs,1.066469,2.83209E+12,0.001069
5/1/10,Consumer Price Index,Tech II modules,0.956755,1.41102E+13,-0.003468
5/1/10,Consumer Price Index,Tech II ships,0.948062,2.45899E+13,-0.007258
5/1/10,Consumer Price Index,Tech III ships,0.971112,2.52817E+12,-0.000415
5/1/10,Consumer Price Index,Tech III subsystems,1.033397,4.09511E+12,0.000777
5/1/10,Mineral Price Index,High-End Minerals,1.040418,5.81617E+12,0.013758
5/1/10,Mineral Price Index,Low-End Minerals,0.935108,1.12703E+13,-0.042803
5/1/10,Primary Producer Price Index,Advanced Moon Materials,0.935008,6.07799E+12,-0.022532
5/1/10,Primary Producer Price Index,Alloys & Compounds,0.998824,2.30826E+12,-0.000154
5/1/10,Primary Producer Price Index,Blueprints,0.999475,7211418636,0
5/1/10,Primary Producer Price Index,Commodity,1.076385,1.65702E+11,0.000721
5/1/10,Primary Producer Price Index,Datacores,0.984867,1.8745E+12,-0.001618
5/1/10,Primary Producer Price Index,Decryptors,1.015274,5.29537E+11,0.000461
5/1/10,Primary Producer Price Index,Hybrid polymers,0.939622,2.81608E+11,-0.000969
5/1/10,Primary Producer Price Index,Ice,0.865941,9.6569E+11,-0.007384
5/1/10,Primary Producer Price Index,Ore,0.938723,6.44144E+11,-0.002251
5/1/10,Primary Producer Price Index,Planetary Processed Materials,0.99685,44284328415,-7.00E-06
5/1/10,Primary Producer Price Index,Planetary Refined Commodities,1.004084,3.39262E+11,7.90E-05
5/1/10,Primary Producer Price Index,Planetary Specialized Commodities,0.995883,3.98654E+11,-9.30E-05
5/1/10,Primary Producer Price Index,Processed Moon Materials,0.974989,1.07516E+12,-0.001533
5/1/10,Primary Producer Price Index,Raw Moon Materials,1.05724,2.64809E+12,0.008646
5/1/10,Primary Producer Price Index,Reaction,1.14844,1439738242,1.20E-05
5/1/10,Primary Producer Price Index,Reactions,0.980069,25078463640,-2.80E-05
5/1/10,Primary Producer Price Index,Sleeper relics,1.145611,1.44785E+11,0.001202
5/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.994924,3426931526,-1.00E-06
5/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,1.004454,1.39461E+12,0.000409
5/1/10,Secondary Producer Price Index,Blueprints,0.998996,3.54908E+12,-0.000234
5/1/10,Secondary Producer Price Index,Boosters,1.133156,1570394040,1.30E-05
5/1/10,Secondary Producer Price Index,Capital Ship Components,1.111936,1.0115E+11,0.000746
5/1/10,Secondary Producer Price Index,Commodity,0.996892,1.86797E+12,-0.000382
5/1/10,Secondary Producer Price Index,Planetary Commodities,0.967148,1.01509E+11,-0.000219
5/1/10,Secondary Producer Price Index,Planetary Refined Commodities,1.008336,1.29643E+12,0.000712
5/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,1.005776,6.44149E+11,0.000245
5/1/10,Secondary Producer Price Index,Salvaged materials,1.031303,4.64222E+12,0.009577
5/1/10,Secondary Producer Price Index,Starbase structures,0.955921,2.17332E+11,-0.000631
5/1/10,Secondary Producer Price Index,Station components,0.995895,2.30273E+11,-6.20E-05
5/1/10,Secondary Producer Price Index,Tech II construction components,0.922063,1.08684E+12,-0.005582
5/1/10,Secondary Producer Price Index,Tech III Subsystem Components,1.022066,36804602052,5.30E-05
6/1/10,Consumer Price Index,Ammo,0.986153,6.88895E+12,-0.000504
6/1/10,Consumer Price Index,Boosters,1.067395,1.08671E+11,3.80E-05
6/1/10,Consumer Price Index,Commodity,1.005135,1.1001E+13,0.000298
6/1/10,Consumer Price Index,Drones,1.000727,2.68144E+12,1.00E-05
6/1/10,Consumer Price Index,Ice Products,0.937533,9.73816E+12,-0.003218
6/1/10,Consumer Price Index,Implants,1.115377,2.23456E+13,0.013641
6/1/10,Consumer Price Index,Insignias,0.980429,9.62603E+12,-0.000996
6/1/10,Consumer Price Index,Scripts,0.888413,13717702800,-8.00E-06
6/1/10,Consumer Price Index,Skills,0.997961,1.71469E+13,-0.000184
6/1/10,Consumer Price Index,Sovereignty Structures,1.039557,3.13319E+11,6.50E-05
6/1/10,Consumer Price Index,Starbase structures,1.019293,9.57237E+12,0.000977
6/1/10,Consumer Price Index,Tech I Rigs,1.01197,9.65167E+12,0.000611
6/1/10,Consumer Price Index,Tech I modules,0.907082,1.4855E+13,-0.007303
6/1/10,Consumer Price Index,Tech I ships,0.947543,2.49079E+13,-0.006913
6/1/10,Consumer Price Index,Tech II Rigs,0.969278,2.84319E+12,-0.000462
6/1/10,Consumer Price Index,Tech II modules,0.962701,1.39024E+13,-0.002743
6/1/10,Consumer Price Index,Tech II ships,0.972554,2.53848E+13,-0.003686
6/1/10,Consumer Price Index,Tech III ships,1.013651,3.00903E+12,0.000217
6/1/10,Consumer Price Index,Tech III subsystems,1.054112,5.0036E+12,0.001432
6/1/10,Mineral Price Index,High-End Minerals,0.889541,5.37158E+12,-0.036846
6/1/10,Mineral Price Index,Low-End Minerals,0.937312,1.07316E+13,-0.041776
6/1/10,Primary Producer Price Index,Advanced Moon Materials,0.951932,5.8949E+12,-0.016203
6/1/10,Primary Producer Price Index,Alloys & Compounds,1.029385,2.3514E+12,0.003951
6/1/10,Primary Producer Price Index,Blueprints,1.003004,10460853259,1.00E-06
6/1/10,Primary Producer Price Index,Commodity,0.872873,1.49748E+11,-0.001088
6/1/10,Primary Producer Price Index,Datacores,0.8999,1.74137E+12,-0.009968
6/1/10,Primary Producer Price Index,Decryptors,0.96081,5.61472E+11,-0.001258
6/1/10,Primary Producer Price Index,Hybrid polymers,1.08415,3.11972E+11,0.001501
6/1/10,Primary Producer Price Index,Ice,0.954803,8.96214E+11,-0.002316
6/1/10,Primary Producer Price Index,Ore,0.910385,5.61153E+11,-0.002875
6/1/10,Primary Producer Price Index,Planetary Processed Materials,1.167274,54045925530,0.000516
6/1/10,Primary Producer Price Index,Planetary Refined Commodities,1.188686,4.62903E+11,0.004994
6/1/10,Primary Producer Price Index,Planetary Specialized Commodities,1.108797,4.7644E+11,0.002964
6/1/10,Primary Producer Price Index,Processed Moon Materials,0.93358,9.92288E+11,-0.003768
6/1/10,Primary Producer Price Index,Raw Moon Materials,1.004434,2.86134E+12,0.000725
6/1/10,Primary Producer Price Index,Reaction,0.713992,1228599161,-2.00E-05
6/1/10,Primary Producer Price Index,Reactions,0.949861,21284301729,-6.10E-05
6/1/10,Primary Producer Price Index,Sleeper relics,0.99457,1.38657E+11,-4.30E-05
6/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.967812,2381527443,-3.00E-06
6/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,1.024039,1.47085E+12,0.001836
6/1/10,Secondary Producer Price Index,Blueprints,1.000382,4.94481E+12,9.80E-05
6/1/10,Secondary Producer Price Index,Boosters,0.800318,693031653.8,-7.00E-06
6/1/10,Secondary Producer Price Index,Capital Ship Components,0.866402,1.72799E+11,-0.001199
6/1/10,Secondary Producer Price Index,Commodity,0.953043,1.98242E+12,-0.004835
6/1/10,Secondary Producer Price Index,Planetary Commodities,1.348169,2.37723E+11,0.004299
6/1/10,Secondary Producer Price Index,Planetary Refined Commodities,1.410466,2.71084E+12,0.057801
6/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,1.235107,1.20572E+12,0.014725
6/1/10,Secondary Producer Price Index,Salvaged materials,1.009321,4.90432E+12,0.002374
6/1/10,Secondary Producer Price Index,Starbase structures,0.998315,2.27291E+11,-1.90E-05
6/1/10,Secondary Producer Price Index,Station components,1.044211,3.58166E+11,0.000822
6/1/10,Secondary Producer Price Index,Tech II construction components,0.982608,1.01216E+12,-0.000914
6/1/10,Secondary Producer Price Index,Tech III Subsystem Components,1.003066,20184799055,3.00E-06
7/1/10,Consumer Price Index,Ammo,1.160188,7.8306E+12,0.007107
7/1/10,Consumer Price Index,Boosters,1.066492,1.05347E+11,3.90E-05
7/1/10,Consumer Price Index,Commodity,1.003651,1.11482E+13,0.00023
7/1/10,Consumer Price Index,Drones,1.030812,1.84113E+12,0.000321
7/1/10,Consumer Price Index,Ice Products,0.999667,8.17655E+12,-1.50E-05
7/1/10,Consumer Price Index,Implants,0.99925,2.08496E+13,-8.80E-05
7/1/10,Consumer Price Index,Insignias,0.999846,7.06059E+12,-6.00E-06
7/1/10,Consumer Price Index,Planetary Infrastructure,1.003205,4.0499E+12,7.30E-05
7/1/10,Consumer Price Index,Scripts,0.963813,6579572180,-1.00E-06
7/1/10,Consumer Price Index,Skills,1.00548,1.53619E+13,0.000476
7/1/10,Consumer Price Index,Sovereignty Structures,0.800465,2.26065E+11,-0.000255
7/1/10,Consumer Price Index,Starbase structures,0.830248,5.64404E+12,-0.005428
7/1/10,Consumer Price Index,Tech I Rigs,1.050128,9.56779E+12,0.002717
7/1/10,Consumer Price Index,Tech I modules,0.971002,1.19594E+13,-0.001964
7/1/10,Consumer Price Index,Tech I ships,0.963367,2.15167E+13,-0.004465
7/1/10,Consumer Price Index,Tech II Rigs,0.992793,2.64522E+12,-0.000108
7/1/10,Consumer Price Index,Tech II modules,1.001951,1.4156E+13,0.000156
7/1/10,Consumer Price Index,Tech II ships,0.990842,2.55564E+13,-0.001326
7/1/10,Consumer Price Index,Tech III ships,1.042912,3.24848E+12,0.000789
7/1/10,Consumer Price Index,Tech III subsystems,1.071719,5.54375E+12,0.002252
7/1/10,Mineral Price Index,High-End Minerals,0.92982,4.43135E+12,-0.021959
7/1/10,Mineral Price Index,Low-End Minerals,1.021213,9.73066E+12,0.014575
7/1/10,Primary Producer Price Index,Advanced Moon Materials,1.057966,5.71398E+12,0.018451
7/1/10,Primary Producer Price Index,Alloys & Compounds,1.014345,2.01926E+12,0.001613
7/1/10,Primary Producer Price Index,Blueprints,1.018611,10037212765,1.00E-05
7/1/10,Primary Producer Price Index,Commodity,0.880287,1.26671E+11,-0.000844
7/1/10,Primary Producer Price Index,Datacores,0.874895,1.49599E+12,-0.010426
7/1/10,Primary Producer Price Index,Decryptors,0.94626,5.49256E+11,-0.001644
7/1/10,Primary Producer Price Index,Hybrid polymers,1.344482,4.33597E+11,0.00832
7/1/10,Primary Producer Price Index,Ice,0.985281,7.69007E+11,-0.00063
7/1/10,Primary Producer Price Index,Ore,0.994772,5.02728E+11,-0.000146
7/1/10,Primary Producer Price Index,Planetary Processed Materials,0.823055,1.24684E+11,-0.001229
7/1/10,Primary Producer Price Index,Planetary Raw Materials,0.673164,36014302158,-0.000655
7/1/10,Primary Producer Price Index,Planetary Refined Commodities,4.174124,2.07035E+12,0.366086
7/1/10,Primary Producer Price Index,Planetary Specialized Commodities,2.233033,8.39452E+11,0.057661
7/1/10,Primary Producer Price Index,Processed Moon Materials,0.956898,8.0452E+11,-0.001931
7/1/10,Primary Producer Price Index,Raw Moon Materials,0.989396,2.26497E+12,-0.001337
7/1/10,Primary Producer Price Index,Reaction,1.898457,1738450421,8.70E-05
7/1/10,Primary Producer Price Index,Reactions,0.965867,18531357670,-3.50E-05
7/1/10,Primary Producer Price Index,Sleeper relics,0.845103,1.70033E+11,-0.001467
7/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.77492,1766832331,-1.40E-05
7/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,1.014044,1.48211E+12,0.000775
7/1/10,Secondary Producer Price Index,Blueprints,0.998063,4.06262E+12,-0.000293
7/1/10,Secondary Producer Price Index,Boosters,4.434103,3987696256,0.00051
7/1/10,Secondary Producer Price Index,Capital Ship Components,0.959824,1.67971E+11,-0.000251
7/1/10,Secondary Producer Price Index,Commodity,0.976572,1.77333E+12,-0.001547
7/1/10,Secondary Producer Price Index,Planetary Advanced Commodities,0.597663,1.32797E+11,-0.00199
7/1/10,Secondary Producer Price Index,Planetary Commodities,1.718122,2.77575E+11,0.007426
7/1/10,Secondary Producer Price Index,Planetary Refined Commodities,3.753935,7.85202E+12,0.805592
7/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,4.669086,4.83179E+12,0.660459
7/1/10,Secondary Producer Price Index,Salvaged materials,1.034609,4.79598E+12,0.006183
7/1/10,Secondary Producer Price Index,Starbase structures,1.195938,3.28689E+11,0.002399
7/1/10,Secondary Producer Price Index,Station components,0.545091,41598458903,-0.000704
7/1/10,Secondary Producer Price Index,Tech II construction components,1.010948,1.06198E+12,0.000433
7/1/10,Secondary Producer Price Index,Tech III Subsystem Components,1.009588,28069819936,1.00E-05
8/1/10,Consumer Price Index,Ammo,0.995207,7.52959E+12,-0.000193
8/1/10,Consumer Price Index,Boosters,0.95828,1.21717E+11,-2.70E-05
8/1/10,Consumer Price Index,Commodity,0.99785,1.29944E+13,-0.000149
8/1/10,Consumer Price Index,Drones,0.981695,2.51674E+12,-0.000246
8/1/10,Consumer Price Index,Ice Products,0.960534,8.32389E+12,-0.001758
8/1/10,Consumer Price Index,Implants,0.963355,2.18294E+13,-0.004282
8/1/10,Consumer Price Index,Insignias,1.015666,7.47646E+12,0.000627
8/1/10,Consumer Price Index,Planetary Infrastructure,0.996653,1.47167E+12,-2.60E-05
8/1/10,Consumer Price Index,Scripts,1.068889,13402217923,4.00E-06
8/1/10,Consumer Price Index,Skills,1.002096,1.67872E+13,0.000188
8/1/10,Consumer Price Index,Sovereignty Structures,0.706952,2.2109E+11,-0.000346
8/1/10,Consumer Price Index,Starbase structures,0.843371,4.64936E+12,-0.003898
8/1/10,Consumer Price Index,Tech I Rigs,1.081089,1.13216E+13,0.004915
8/1/10,Consumer Price Index,Tech I modules,1.023299,1.29774E+13,0.001618
8/1/10,Consumer Price Index,Tech I ships,0.989053,2.35685E+13,-0.001381
8/1/10,Consumer Price Index,Tech II Rigs,0.993529,2.89988E+12,-0.0001
8/1/10,Consumer Price Index,Tech II modules,0.99749,1.48781E+13,-0.000199
8/1/10,Consumer Price Index,Tech II ships,0.978616,2.76267E+13,-0.003162
8/1/10,Consumer Price Index,Tech III ships,0.981311,3.48434E+12,-0.000348
8/1/10,Consumer Price Index,Tech III subsystems,1.001624,6.08553E+12,5.20E-05
8/1/10,Mineral Price Index,High-End Minerals,1.016477,4.40439E+12,0.004916
8/1/10,Mineral Price Index,Low-End Minerals,1.021256,1.0355E+13,0.014912
8/1/10,Primary Producer Price Index,Advanced Moon Materials,1.024809,5.99513E+12,0.008818
8/1/10,Primary Producer Price Index,Alloys & Compounds,1.028902,2.05772E+12,0.003526
8/1/10,Primary Producer Price Index,Blueprints,0.989041,9511671403,-6.00E-06
8/1/10,Primary Producer Price Index,Commodity,0.962354,1.35152E+11,-0.000301
8/1/10,Primary Producer Price Index,Datacores,1.026764,1.65461E+12,0.002625
8/1/10,Primary Producer Price Index,Decryptors,1.000724,6.26256E+11,2.60E-05
8/1/10,Primary Producer Price Index,Hybrid polymers,1.095318,6.0174E+11,0.0034
8/1/10,Primary Producer Price Index,Ice,0.997783,7.92534E+11,-0.000104
8/1/10,Primary Producer Price Index,Ore,1.026051,5.15032E+11,0.000795
8/1/10,Primary Producer Price Index,Planetary Processed Materials,0.812631,2.47462E+11,-0.002749
8/1/10,Primary Producer Price Index,Planetary Raw Materials,0.933953,59837482342,-0.000234
8/1/10,Primary Producer Price Index,Planetary Refined Commodities,0.847393,4.31024E+11,-0.0039
8/1/10,Primary Producer Price Index,Planetary Specialized Commodities,0.797338,2.70905E+11,-0.003255
8/1/10,Primary Producer Price Index,Processed Moon Materials,1.067771,8.5699E+11,0.003443
8/1/10,Primary Producer Price Index,Raw Moon Materials,1.07352,2.40485E+12,0.010483
8/1/10,Primary Producer Price Index,Reaction,1.17826,2312183014,2.40E-05
8/1/10,Primary Producer Price Index,Reactions,1.032698,18181928314,3.50E-05
8/1/10,Primary Producer Price Index,Sleeper relics,1.031718,1.86462E+11,0.00035
8/1/10,Secondary Producer Price Index,Advanced Capital Construction Components,0.715306,1011269990,-1.30E-05
8/1/10,Secondary Producer Price Index,Ancient Salvaged Materials,0.961166,1.61304E+12,-0.002949
8/1/10,Secondary Producer Price Index,Blueprints,0.999674,4.36264E+12,-6.60E-05
8/1/10,Secondary Producer Price Index,Boosters,0.956965,1935790064,-3.00E-06
8/1/10,Secondary Producer Price Index,Capital Ship Components,0.885878,1.95784E+11,-0.001051
8/1/10,Secondary Producer Price Index,Commodity,1.005997,1.91953E+12,0.000541
8/1/10,Secondary Producer Price Index,Planetary Advanced Commodities,0.813325,5.3993E+11,-0.004745
8/1/10,Secondary Producer Price Index,Planetary Commodities,1.280357,1.67026E+11,0.002204
8/1/10,Secondary Producer Price Index,Planetary Refined Commodities,1.423238,3.32296E+12,0.066211
8/1/10,Secondary Producer Price Index,Planetary Specialized Commodities,1.262111,1.67579E+12,0.020678
8/1/10,Secondary Producer Price Index,Salvaged materials,1.083837,5.74749E+12,0.022684
8/1/10,Secondary Producer Price Index,Starbase structures,1.147127,4.42346E+11,0.003063
8/1/10,Secondary Producer Price Index,Station components,0.812478,3542249999,-3.10E-05
8/1/10,Secondary Producer Price Index,Tech II construction components,1.051414,1.2053E+12,0.002917
8/1/10,Secondary Producer Price Index,Tech III Subsystem Components,1.13254,42904934297,0.000267
9/1/10,Consumer Price Index,Ammo,1.003178,7.42696E+12,0.000133
9/1/10,Consumer Price Index,Boosters,1.059813,1.38254E+11,4.60E-05
9/1/10,Consumer Price Index,Commodity,0.997527,1.31703E+13,-0.000184
9/1/10,Consumer Price Index,Drones,1.000681,3.25055E+12,1.20E-05
9/1/10,Consumer Price Index,Ice Products,0.95301,8.32044E+12,-0.002214
9/1/10,Consumer Price Index,Implants,0.998234,2.07865E+13,-0.000207
9/1/10,Consumer Price Index,Insignias,1.002116,6.1785E+12,7.40E-05
9/1/10,Consumer Price Index,Planetary Infrastructure,0.998673,9.92875E+11,-7.00E-06
9/1/10,Consumer Price Index,Scripts,0.725606,2090695437,-3.00E-06
9/1/10,Consumer Price Index,Skills,1.001128,1.6198E+13,0.000103
9/1/10,Consumer Price Index,Sovereignty Structures,0.936365,2.53659E+11,-9.10E-05
9/1/10,Consumer Price Index,Starbase structures,0.909002,4.1918E+12,-0.00216
9/1/10,Consumer Price Index,Tech I Rigs,1.075443,1.11021E+13,0.004743
9/1/10,Consumer Price Index,Tech I modules,0.991546,1.202E+13,-0.000575
9/1/10,Consumer Price Index,Tech I ships,0.981337,2.14321E+13,-0.002265
9/1/10,Consumer Price Index,Tech II Rigs,1.009864,3.01218E+12,0.000168
9/1/10,Consumer Price Index,Tech II modules,0.982245,1.29076E+13,-0.001297
9/1/10,Consumer Price Index,Tech II ships,1.001428,2.59584E+13,0.000209
9/1/10,Consumer Price Index,Tech III ships,0.977856,3.27027E+12,-0.00041
9/1/10,Consumer Price Index,Tech III subsystems,0.990349,5.95332E+12,-0.000325
9/1/10,Mineral Price Index,High-End Minerals,1.072403,4.60957E+12,0.022929
