history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
8/1/13,Consumer Price Index,Tech II Rigs,0.880774,7.84898E+12,-0.001932
8/1/13,Consumer Price Index,Tech II modules,0.901991,2.59262E+13,-0.005246
8/1/13,Consumer Price Index,Tech II ships,0.960478,4.62501E+13,-0.003774
8/1/13,Consumer Price Index,Tech III ships,0.959056,7.5787E+12,-0.00064
8/1/13,Consumer Price Index,Tech III subsystems,0.937924,1.13256E+13,-0.001451
8/1/13,Mineral Price Index,High-End Minerals,0.910815,6.79215E+12,-0.025935
8/1/13,Mineral Price Index,Low-End Minerals,0.955672,1.65638E+13,-0.031436
8/1/13,Primary Producer Price Index,Advanced Moon Materials,0.978529,1.04881E+13,-0.008474
8/1/13,Primary Producer Price Index,Alloys & Compounds,0.924529,17168638720,-4.80E-05
8/1/13,Primary Producer Price Index,Blueprints,1.054047,12139535304,2.40E-05
8/1/13,Primary Producer Price Index,Commodity,0.888358,2.51005E+11,-0.001054
8/1/13,Primary Producer Price Index,Datacores,0.972113,1.31467E+12,-0.001379
8/1/13,Primary Producer Price Index,Decryptors,1.001706,6.1809E+11,3.90E-05
8/1/13,Primary Producer Price Index,Hybrid polymers,0.845584,7.70237E+11,-0.004476
8/1/13,Primary Producer Price Index,Ice,1.187656,1.44453E+12,0.010201
8/1/13,Primary Producer Price Index,Ore,0.93061,2.81053E+12,-0.007339
8/1/13,Primary Producer Price Index,Planetary Processed Materials,1.022886,4.72188E+11,0.000406
8/1/13,Primary Producer Price Index,Planetary Raw Materials,0.871892,37960458210,-0.000183
8/1/13,Primary Producer Price Index,Planetary Refined Commodities,1.107411,3.72504E+11,0.001505
8/1/13,Primary Producer Price Index,Planetary Specialized Commodities,1.051622,2.7537E+11,0.000534
8/1/13,Primary Producer Price Index,Processed Moon Materials,0.942931,1.61639E+12,-0.003471
8/1/13,Primary Producer Price Index,Raw Moon Materials,1.031011,5.66519E+12,0.006611
8/1/13,Primary Producer Price Index,Reaction,1.219081,14767856683,0.000121
8/1/13,Primary Producer Price Index,Reactions,1.016238,47060126046,2.80E-05
8/1/13,Primary Producer Price Index,Sleeper relics,0.966125,3.43833E+11,-0.000438
8/1/13,Secondary Producer Price Index,Advanced Capital Construction Components,1.496346,26003864155,0.000457
8/1/13,Secondary Producer Price Index,Ancient Salvaged Materials,0.867912,3.27476E+12,-0.015332
8/1/13,Secondary Producer Price Index,Blueprints,1.001428,6.0375E+12,0.000305
8/1/13,Secondary Producer Price Index,Boosters,0.921297,16897070511,-4.70E-05
8/1/13,Secondary Producer Price Index,Capital Ship Components,0.943188,4.15667E+11,-0.000837
8/1/13,Secondary Producer Price Index,Commodity,0.984797,1.93293E+12,-0.001041
8/1/13,Secondary Producer Price Index,Planetary Advanced Commodities,1.024274,1.46371E+12,0.001259
8/1/13,Secondary Producer Price Index,Planetary Commodities,1.000148,1.20788E+11,0
8/1/13,Secondary Producer Price Index,Planetary Refined Commodities,1.016499,2.38879E+12,0.001397
8/1/13,Secondary Producer Price Index,Planetary Specialized Commodities,0.967437,1.48789E+12,-0.001717
8/1/13,Secondary Producer Price Index,Salvaged materials,0.904676,8.20696E+12,-0.02773
8/1/13,Secondary Producer Price Index,Starbase structures,0.870785,6.96965E+11,-0.003192
8/1/13,Secondary Producer Price Index,Station components,2.109808,1287721350,5.00E-05
8/1/13,Secondary Producer Price Index,Tech II construction components,0.991947,2.09386E+12,-0.000597
8/1/13,Secondary Producer Price Index,Tech III Subsystem Components,0.857163,47835659928,-0.000242
9/1/13,Consumer Price Index,Ammo,0.977986,1.70523E+13,-0.000748
9/1/13,Consumer Price Index,Apparel,0.837766,1.29437E+12,-0.000418
9/1/13,Consumer Price Index,Boosters,1.059129,8.45949E+11,9.90E-05
9/1/13,Consumer Price Index,Commodity,1.000598,3.10442E+13,3.70E-05
9/1/13,Consumer Price Index,Complimentary ships,0.922216,1.6007E+11,-2.40E-05
9/1/13,Consumer Price Index,Drone,0.657845,3723458098,-2.00E-06
9/1/13,Consumer Price Index,Drones,0.950426,4.74281E+12,-0.000468
9/1/13,Consumer Price Index,Faction Ships,0.952067,3.96102E+13,-0.003787
9/1/13,Consumer Price Index,Ice Products,0.920025,2.39356E+13,-0.003818
9/1/13,Consumer Price Index,Implants,0.939266,4.16947E+13,-0.005051
9/1/13,Consumer Price Index,Insignias,1.013225,6.5387E+12,0.000172
9/1/13,Consumer Price Index,Orbitals,0.936223,3.93096E+11,-5.00E-05
9/1/13,Consumer Price Index,POS Fuel,0.972807,1.325E+13,-0.000718
9/1/13,Consumer Price Index,Planetary Infrastructure,1.023179,79139831861,3.00E-06
9/1/13,Consumer Price Index,Scripts,1.005741,24338839144,0
9/1/13,Consumer Price Index,Security Tags,0.774976,1.4902E+12,-0.000668
9/1/13,Consumer Price Index,Skills,0.998677,2.76684E+13,-7.30E-05
9/1/13,Consumer Price Index,Sovereignty Structures,1.000706,3.77264E+11,0
9/1/13,Consumer Price Index,Starbase structures,0.962987,9.70647E+12,-0.000716
9/1/13,Consumer Price Index,Tech I Rigs,0.944115,1.51308E+13,-0.001686
9/1/13,Consumer Price Index,Tech I modules,0.971178,9.70288E+13,-0.005578
9/1/13,Consumer Price Index,Tech I ships,0.950618,6.20755E+13,-0.006114
9/1/13,Consumer Price Index,Tech II Rigs,0.950965,8.99925E+12,-0.00088
9/1/13,Consumer Price Index,Tech II modules,0.951092,2.53236E+13,-0.00247
9/1/13,Consumer Price Index,Tech II ships,0.985323,5.36408E+13,-0.00157
9/1/13,Consumer Price Index,Tech III ships,0.990939,7.66168E+12,-0.000138
9/1/13,Consumer Price Index,Tech III subsystems,0.961727,1.15677E+13,-0.000883
9/1/13,Mineral Price Index,High-End Minerals,0.930761,6.58261E+12,-0.019684
9/1/13,Mineral Price Index,Low-End Minerals,1.002181,1.65709E+13,0.00156
9/1/13,Primary Producer Price Index,Advanced Moon Materials,0.979564,1.01045E+13,-0.008287
9/1/13,Primary Producer Price Index,Alloys & Compounds,1.120258,47656479635,0.00023
9/1/13,Primary Producer Price Index,Blueprints,0.995623,14996212519,-2.00E-06
9/1/13,Primary Producer Price Index,Commodity,0.985044,2.44912E+11,-0.000147
9/1/13,Primary Producer Price Index,Datacores,0.966463,1.34199E+12,-0.001806
9/1/13,Primary Producer Price Index,Decryptors,1.137209,6.77496E+11,0.00373
9/1/13,Primary Producer Price Index,Hybrid polymers,0.835016,6.42754E+11,-0.004255
9/1/13,Primary Producer Price Index,Ice,0.924152,1.71211E+12,-0.005211
9/1/13,Primary Producer Price Index,Ore,0.978734,2.72371E+12,-0.002324
9/1/13,Primary Producer Price Index,Planetary Processed Materials,1.001329,4.84757E+11,2.50E-05
9/1/13,Primary Producer Price Index,Planetary Raw Materials,0.906956,35127454624,-0.000131
9/1/13,Primary Producer Price Index,Planetary Refined Commodities,0.98085,3.14553E+11,-0.000241
9/1/13,Primary Producer Price Index,Planetary Specialized Commodities,1.00523,3.03105E+11,6.30E-05
9/1/13,Primary Producer Price Index,Processed Moon Materials,1.012223,1.62569E+12,0.000797
9/1/13,Primary Producer Price Index,Raw Moon Materials,0.928411,4.25455E+12,-0.012223
9/1/13,Primary Producer Price Index,Reaction,1.571825,15410564815,0.000353
9/1/13,Primary Producer Price Index,Reactions,0.994727,38392372823,-8.00E-06
9/1/13,Primary Producer Price Index,Sleeper relics,1.144062,3.35804E+11,0.001941
9/1/13,Secondary Producer Price Index,Advanced Capital Construction Components,0.505232,5128631949,-9.60E-05
9/1/13,Secondary Producer Price Index,Ancient Salvaged Materials,0.938777,2.5875E+12,-0.005997
9/1/13,Secondary Producer Price Index,Blueprints,1.000765,5.27655E+12,0.000152
9/1/13,Secondary Producer Price Index,Boosters,0.655136,11927884225,-0.000155
9/1/13,Secondary Producer Price Index,Capital Ship Components,0.946487,3.73022E+11,-0.000755
9/1/13,Secondary Producer Price Index,Commodity,0.989183,2.00093E+12,-0.000819
9/1/13,Secondary Producer Price Index,Planetary Advanced Commodities,1.005723,1.48362E+12,0.000321
9/1/13,Secondary Producer Price Index,Planetary Commodities,1.117791,1.45605E+11,0.000649
9/1/13,Secondary Producer Price Index,Planetary Refined Commodities,1.034568,2.47406E+12,0.003238
9/1/13,Secondary Producer Price Index,Planetary Specialized Commodities,1.002603,1.47883E+12,0.000145
9/1/13,Secondary Producer Price Index,Salvaged materials,0.975683,8.22073E+12,-0.007568
9/1/13,Secondary Producer Price Index,Starbase structures,0.830474,6.36738E+11,-0.004086
9/1/13,Secondary Producer Price Index,Station components,1.961049,14858399989,0.00054
9/1/13,Secondary Producer Price Index,Tech II construction components,0.979648,1.65121E+12,-0.001272
9/1/13,Secondary Producer Price Index,Tech III Subsystem Components,1.006856,50899259479,1.30E-05
10/1/13,Consumer Price Index,Ammo,0.970943,1.5713E+13,-0.001003
10/1/13,Consumer Price Index,Apparel,0.820405,1.04536E+12,-0.000412
10/1/13,Consumer Price Index,Boosters,1.018228,8.96129E+11,3.50E-05
10/1/13,Consumer Price Index,Commodity,0.997404,3.09957E+13,-0.000176
10/1/13,Consumer Price Index,Complimentary ships,0.990728,1.25809E+11,-2.00E-06
10/1/13,Consumer Price Index,Drone,0.955719,4063535001,0
10/1/13,Consumer Price Index,Drones,0.981514,6.03581E+12,-0.000245
10/1/13,Consumer Price Index,Faction Ships,1.002728,3.3011E+13,0.000197
10/1/13,Consumer Price Index,Ice Products,0.993661,1.70457E+13,-0.000237
10/1/13,Consumer Price Index,Implants,1.004908,4.11283E+13,0.000443
10/1/13,Consumer Price Index,Insignias,0.967641,5.94252E+12,-0.000422
10/1/13,Consumer Price Index,Orbitals,1.04026,5.45775E+11,4.80E-05
10/1/13,Consumer Price Index,POS Fuel,1.032048,1.29148E+13,0.000909
10/1/13,Consumer Price Index,Planetary Infrastructure,1.010629,78137866815,1.00E-06
10/1/13,Consumer Price Index,Scripts,0.909086,10744769928,-2.00E-06
10/1/13,Consumer Price Index,Security Tags,0.86807,1.24133E+12,-0.000359
10/1/13,Consumer Price Index,Skills,0.995606,2.75922E+13,-0.000266
10/1/13,Consumer Price Index,Sovereignty Structures,0.921019,2.19592E+11,-3.80E-05
10/1/13,Consumer Price Index,Starbase structures,0.990654,8.80125E+12,-0.00018
10/1/13,Consumer Price Index,Tech I Rigs,0.956008,1.28191E+13,-0.001239
10/1/13,Consumer Price Index,Tech I modules,0.975705,8.61515E+13,-0.004599
10/1/13,Consumer Price Index,Tech I ships,0.987873,5.09214E+13,-0.001357
10/1/13,Consumer Price Index,Tech II Rigs,0.931581,8.88167E+12,-0.001335
10/1/13,Consumer Price Index,Tech II modules,0.992172,2.15529E+13,-0.00037
10/1/13,Consumer Price Index,Tech II ships,1.008711,5.39628E+13,0.001033
10/1/13,Consumer Price Index,Tech III ships,0.946838,6.60419E+12,-0.000771
10/1/13,Consumer Price Index,Tech III subsystems,0.956458,1.07713E+13,-0.00103
10/1/13,Mineral Price Index,High-End Minerals,0.943228,5.7497E+12,-0.015436
10/1/13,Mineral Price Index,Low-End Minerals,1.009901,1.53962E+13,0.007208
10/1/13,Primary Producer Price Index,Advanced Moon Materials,1.061878,1.09082E+13,0.026157
10/1/13,Primary Producer Price Index,Alloys & Compounds,0.814906,23957870776,-0.000171
10/1/13,Primary Producer Price Index,Blueprints,1.016613,20297112964,1.30E-05
10/1/13,Primary Producer Price Index,Commodity,0.972339,2.23233E+11,-0.000239
10/1/13,Primary Producer Price Index,Datacores,0.981819,1.25668E+12,-0.000885
10/1/13,Primary Producer Price Index,Decryptors,1.077318,6.77535E+11,0.00203
10/1/13,Primary Producer Price Index,Hybrid polymers,1.137555,7.56345E+11,0.004031
10/1/13,Primary Producer Price Index,Ice,1.020835,1.5637E+12,0.001262
10/1/13,Primary Producer Price Index,Ore,1.01529,2.41785E+12,0.001432
10/1/13,Primary Producer Price Index,Planetary Processed Materials,1.072038,5.48994E+11,0.001532
10/1/13,Primary Producer Price Index,Planetary Raw Materials,0.990279,36612150855,-1.30E-05
10/1/13,Primary Producer Price Index,Planetary Refined Commodities,1.070537,3.48338E+11,0.000952
10/1/13,Primary Producer Price Index,Planetary Specialized Commodities,1.03062,2.89308E+11,0.000343
10/1/13,Primary Producer Price Index,Processed Moon Materials,1.097882,1.72659E+12,0.006549
10/1/13,Primary Producer Price Index,Raw Moon Materials,1.142367,4.63776E+12,0.025587
10/1/13,Primary Producer Price Index,Reaction,0.80475,7645600472,-5.70E-05
10/1/13,Primary Producer Price Index,Reactions,1.015104,34738747344,2.00E-05
10/1/13,Primary Producer Price Index,Sleeper relics,0.74831,3.26314E+11,-0.003182
10/1/13,Secondary Producer Price Index,Advanced Capital Construction Components,1.692768,8071801739,0.000214
10/1/13,Secondary Producer Price Index,Ancient Salvaged Materials,0.966991,2.54241E+12,-0.003224
10/1/13,Secondary Producer Price Index,Blueprints,1.005262,5.28173E+12,0.001067
10/1/13,Secondary Producer Price Index,Boosters,0.51904,9006768026,-0.000166
10/1/13,Secondary Producer Price Index,Capital Ship Components,0.965326,3.29823E+11,-0.000439
10/1/13,Secondary Producer Price Index,Commodity,0.988322,1.86561E+12,-0.000836
10/1/13,Secondary Producer Price Index,Planetary Advanced Commodities,1.0475,1.64598E+12,0.003003
10/1/13,Secondary Producer Price Index,Planetary Commodities,1.243052,1.88188E+11,0.001757
10/1/13,Secondary Producer Price Index,Planetary Refined Commodities,1.070626,2.72511E+12,0.007393
10/1/13,Secondary Producer Price Index,Planetary Specialized Commodities,1.086832,1.65867E+12,0.005533
10/1/13,Secondary Producer Price Index,Salvaged materials,0.942974,7.25774E+12,-0.015899
10/1/13,Secondary Producer Price Index,Starbase structures,1.069941,5.81455E+11,0.001562
10/1/13,Secondary Producer Price Index,Station components,0.897619,976699978.9,-3.00E-06
10/1/13,Secondary Producer Price Index,Tech II construction components,1.051512,1.85429E+12,0.003669
10/1/13,Secondary Producer Price Index,Tech III Subsystem Components,1.033926,81204653503,0.000105
11/1/13,Consumer Price Index,Ammo,1.025736,1.63996E+13,0.000874
11/1/13,Consumer Price Index,Apparel,1.00071,1.77571E+12,2.00E-06
11/1/13,Consumer Price Index,Boosters,1.067237,1.04307E+12,0.000145
11/1/13,Consumer Price Index,Commodity,1.000145,3.42059E+13,1.00E-05
11/1/13,Consumer Price Index,Complimentary ships,1.078135,1.46036E+11,2.30E-05
11/1/13,Consumer Price Index,Drone,0.858895,3028317607,0
11/1/13,Consumer Price Index,Drones,1.042568,5.71517E+12,0.000503
11/1/13,Consumer Price Index,Faction Ships,0.976176,3.39779E+13,-0.001676
11/1/13,Consumer Price Index,Ice Products,0.998653,1.6489E+13,-4.60E-05
11/1/13,Consumer Price Index,Implants,1.050298,4.46633E+13,0.004652
11/1/13,Consumer Price Index,Insignias,0.911339,5.88448E+12,-0.00108
11/1/13,Consumer Price Index,Orbitals,1.111818,8.31096E+11,0.000192
11/1/13,Consumer Price Index,POS Fuel,1.001613,1.3383E+13,4.40E-05
11/1/13,Consumer Price Index,Planetary Infrastructure,0.962608,69511563754,-5.00E-06
11/1/13,Consumer Price Index,Scripts,1.11965,23304928093,5.00E-06
11/1/13,Consumer Price Index,Security Tags,1.034629,1.43366E+12,0.000102
11/1/13,Consumer Price Index,Skills,0.997919,2.6562E+13,-0.000114
11/1/13,Consumer Price Index,Sovereignty Structures,1.209888,1.8649E+11,8.10E-05
11/1/13,Consumer Price Index,Starbase structures,1.009663,9.37205E+12,0.000187
11/1/13,Consumer Price Index,Tech I Rigs,0.967245,1.27526E+13,-0.000865
11/1/13,Consumer Price Index,Tech I modules,1.00274,9.18293E+13,0.000521
11/1/13,Consumer Price Index,Tech I ships,1.018127,5.29952E+13,0.001989
11/1/13,Consumer Price Index,Tech II Rigs,1.002268,9.75342E+12,4.50E-05
11/1/13,Consumer Price Index,Tech II modules,1.058276,2.48406E+13,0.002998
11/1/13,Consumer Price Index,Tech II ships,1.056272,5.76442E+13,0.006718
11/1/13,Consumer Price Index,Tech III ships,1.008517,7.48195E+12,0.000131
11/1/13,Consumer Price Index,Tech III subsystems,1.110568,1.33709E+13,0.003061
11/1/13,Mineral Price Index,High-End Minerals,1.032363,6.28088E+12,0.009411
11/1/13,Mineral Price Index,Low-End Minerals,1.025792,1.53175E+13,0.018291
11/1/13,Primary Producer Price Index,Advanced Moon Materials,1.077062,1.30199E+13,0.03215
11/1/13,Primary Producer Price Index,Alloys & Compounds,0.916247,20983751234,-5.60E-05
11/1/13,Primary Producer Price Index,Blueprints,0.99341,16712610305,-3.00E-06
11/1/13,Primary Producer Price Index,Commodity,0.935725,2.17543E+11,-0.000448
11/1/13,Primary Producer Price Index,Datacores,1.008074,1.34616E+12,0.000348
11/1/13,Primary Producer Price Index,Decryptors,0.914788,7.03587E+11,-0.001921
11/1/13,Primary Producer Price Index,Hybrid polymers,1.025825,8.67693E+11,0.000718
11/1/13,Primary Producer Price Index,Ice,1.027513,1.68842E+12,0.001488
11/1/13,Primary Producer Price Index,Ore,0.940388,2.43903E+12,-0.004658
11/1/13,Primary Producer Price Index,Planetary Processed Materials,0.998341,5.8307E+11,-3.00E-05
11/1/13,Primary Producer Price Index,Planetary Raw Materials,1.182716,47399583149,0.000277
11/1/13,Primary Producer Price Index,Planetary Refined Commodities,1.09082,4.25712E+11,0.001238
11/1/13,Primary Producer Price Index,Planetary Specialized Commodities,1.205831,4.25995E+11,0.002809
11/1/13,Primary Producer Price Index,Processed Moon Materials,1.147441,2.20586E+12,0.010421
11/1/13,Primary Producer Price Index,Raw Moon Materials,1.20405,6.6698E+12,0.04361
11/1/13,Primary Producer Price Index,Reaction,1.121634,10120224765,3.90E-05
11/1/13,Primary Producer Price Index,Reactions,0.957154,39751696133,-5.40E-05
11/1/13,Primary Producer Price Index,Sleeper relics,1.100766,4.80029E+11,0.001549
11/1/13,Secondary Producer Price Index,Advanced Capital Construction Components,1.464035,13268595267,0.000214
11/1/13,Secondary Producer Price Index,Ancient Salvaged Materials,1.00636,2.91052E+12,0.000643
11/1/13,Secondary Producer Price Index,Blueprints,1.000719,5.00914E+12,0.000125
11/1/13,Secondary Producer Price Index,Boosters,1.342458,10662579581,0.000126
11/1/13,Secondary Producer Price Index,Capital Ship Components,0.992337,3.41796E+11,-9.10E-05
11/1/13,Secondary Producer Price Index,Commodity,0.983162,1.97477E+12,-0.001155
11/1/13,Secondary Producer Price Index,Planetary Advanced Commodities,1.2887,2.39373E+12,0.024024
11/1/13,Secondary Producer Price Index,Planetary Commodities,0.988688,2.04505E+11,-8.00E-05
11/1/13,Secondary Producer Price Index,Planetary Refined Commodities,1.035896,3.07487E+12,0.003837
11/1/13,Secondary Producer Price Index,Planetary Specialized Commodities,1.13711,2.16278E+12,0.010309
11/1/13,Secondary Producer Price Index,Salvaged materials,0.969178,7.66031E+12,-0.008208
11/1/13,Secondary Producer Price Index,Starbase structures,1.059497,7.89385E+11,0.001632
11/1/13,Secondary Producer Price Index,Station components,0.207629,197850000,-5.00E-06
11/1/13,Secondary Producer Price Index,Tech II construction components,1.089927,2.10768E+12,0.006589
11/1/13,Secondary Producer Price Index,Tech III Subsystem Components,1.025469,1.11267E+11,9.80E-05
12/1/13,Consumer Price Index,Ammo,1.021308,1.74396E+13,0.000714
12/1/13,Consumer Price Index,Apparel,1.033563,2.41031E+12,0.000155
12/1/13,Consumer Price Index,Boosters,1.006234,9.80687E+11,1.10E-05
12/1/13,Consumer Price Index,Commodity,0.999096,3.07077E+13,-5.30E-05
12/1/13,Consumer Price Index,Complimentary ships,0.978112,1.75318E+11,-7.00E-06
12/1/13,Consumer Price Index,Drone,1.290895,3930794335,2.00E-06
12/1/13,Consumer Price Index,Drones,0.980774,7.42664E+12,-0.000274
12/1/13,Consumer Price Index,Faction Ships,0.958506,4.18834E+13,-0.003341
12/1/13,Consumer Price Index,Ice Products,1.007241,1.8321E+13,0.000255
12/1/13,Consumer Price Index,Implants,1.003329,4.69599E+13,0.0003
12/1/13,Consumer Price Index,Insignias,0.971095,5.79735E+12,-0.000322
12/1/13,Consumer Price Index,Orbitals,0.864699,1.6298E+12,-0.000423
12/1/13,Consumer Price Index,POS Fuel,0.992382,1.3137E+13,-0.000192
12/1/13,Consumer Price Index,Planetary Infrastructure,1.028391,72445175574,3.00E-06
12/1/13,Consumer Price Index,Scripts,0.934051,23052914526,-2.00E-06
12/1/13,Consumer Price Index,Security Tags,0.9792,1.37037E+12,-5.40E-05
12/1/13,Consumer Price Index,Skills,1.005893,2.89805E+13,0.000328
12/1/13,Consumer Price Index,Sovereignty Structures,1.058593,8.17877E+11,9.20E-05
12/1/13,Consumer Price Index,Starbase structures,0.871612,1.08089E+13,-0.002668
12/1/13,Consumer Price Index,Tech I Rigs,0.905537,1.24699E+13,-0.002264
12/1/13,Consumer Price Index,Tech I modules,1.000716,9.711E+13,0.000133
12/1/13,Consumer Price Index,Tech I ships,1.00267,5.82309E+13,0.000298
12/1/13,Consumer Price Index,Tech II Rigs,0.996921,1.06433E+13,-6.30E-05
12/1/13,Consumer Price Index,Tech II modules,1.01317,2.6005E+13,0.000658
12/1/13,Consumer Price Index,Tech II ships,1.001216,6.64478E+13,0.000155
12/1/13,Consumer Price Index,Tech III ships,0.897155,7.56107E+12,-0.001495
12/1/13,Consumer Price Index,Tech III subsystems,0.939696,1.26663E+13,-0.001468
12/1/13,Mineral Price Index,High-End Minerals,1.03024,6.4771E+12,0.008953
12/1/13,Mineral Price Index,Low-End Minerals,0.998361,1.54001E+13,-0.001153
12/1/13,Primary Producer Price Index,Advanced Moon Materials,1.017007,1.35528E+13,0.00703
12/1/13,Primary Producer Price Index,Alloys & Compounds,0.999366,6036657370,0
12/1/13,Primary Producer Price Index,Blueprints,1.033775,17947473368,1.80E-05
12/1/13,Primary Producer Price Index,Commodity,1.08763,2.42788E+11,0.000648
12/1/13,Primary Producer Price Index,Datacores,1.014894,1.41635E+12,0.000643
12/1/13,Primary Producer Price Index,Decryptors,0.828259,6.4676E+11,-0.003388
12/1/13,Primary Producer Price Index,Hybrid polymers,0.964926,8.64386E+11,-0.000924
12/1/13,Primary Producer Price Index,Ice,0.994106,1.55923E+12,-0.00028
12/1/13,Primary Producer Price Index,Ore,1.009092,2.48824E+12,0.00069
12/1/13,Primary Producer Price Index,Planetary Processed Materials,0.903583,5.21271E+11,-0.001533
12/1/13,Primary Producer Price Index,Planetary Raw Materials,0.895759,46746587719,-0.000148
12/1/13,Primary Producer Price Index,Planetary Refined Commodities,0.993807,5.3554E+11,-0.000101
12/1/13,Primary Producer Price Index,Planetary Specialized Commodities,0.824154,5.17103E+11,-0.002773
12/1/13,Primary Producer Price Index,Processed Moon Materials,1.108086,2.45836E+12,0.008105
12/1/13,Primary Producer Price Index,Raw Moon Materials,1.152646,7.50294E+12,0.034936
12/1/13,Primary Producer Price Index,Reaction,0.804149,7521637139,-4.40E-05
12/1/13,Primary Producer Price Index,Reactions,0.977927,32149537196,-2.10E-05
12/1/13,Primary Producer Price Index,Sleeper relics,0.911075,3.6618E+11,-0.000993
12/1/13,Secondary Producer Price Index,Advanced Capital Construction Components,0.802267,15823582455,-0.000104
12/1/13,Secondary Producer Price Index,Ancient Salvaged Materials,0.925316,2.8464E+12,-0.007123
12/1/13,Secondary Producer Price Index,Blueprints,1.001969,5.74113E+12,0.000378
12/1/13,Secondary Producer Price Index,Boosters,1.178654,18139824570,0.000108
12/1/13,Secondary Producer Price Index,Capital Ship Components,1.077062,3.73457E+11,0.000964
12/1/13,Secondary Producer Price Index,Commodity,0.974101,1.86511E+12,-0.001618
12/1/13,Secondary Producer Price Index,Planetary Advanced Commodities,0.805114,2.87956E+12,-0.018804
12/1/13,Secondary Producer Price Index,Planetary Commodities,1.000547,2.01442E+11,3.00E-06
12/1/13,Secondary Producer Price Index,Planetary Refined Commodities,0.940343,3.00981E+12,-0.006016
12/1/13,Secondary Producer Price Index,Planetary Specialized Commodities,0.917798,2.21402E+12,-0.006098
12/1/13,Secondary Producer Price Index,Salvaged materials,0.921307,7.56968E+12,-0.01996
12/1/13,Secondary Producer Price Index,Starbase structures,0.973571,6.90115E+11,-0.000611
12/1/13,Secondary Producer Price Index,Station components,0.975652,8054344548,-6.00E-06
12/1/13,Secondary Producer Price Index,Tech II construction components,1.015865,2.31301E+12,0.001229
12/1/13,Secondary Producer Price Index,Tech III Subsystem Components,0.986313,97416016321,-4.40E-05
1/1/14,Consumer Price Index,Ammo,0.965188,1.6414E+13,-0.001126
1/1/14,Consumer Price Index,Apparel,1.016278,2.31654E+12,7.40E-05
1/1/14,Consumer Price Index,Boosters,1.070657,9.98917E+11,0.000139
1/1/14,Consumer Price Index,Commodity,0.997928,3.15164E+13,-0.000128
1/1/14,Consumer Price Index,Complimentary ships,0.954601,1.68581E+11,-1.50E-05
1/1/14,Consumer Price Index,Drone,0.830799,3749172674,-1.00E-06
1/1/14,Consumer Price Index,Drones,0.995567,6.85026E+12,-5.90E-05
1/1/14,Consumer Price Index,Faction Ships,0.968475,4.05042E+13,-0.002516
1/1/14,Consumer Price Index,Ice Products,1.056113,1.79066E+13,0.00198
1/1/14,Consumer Price Index,Implants,0.993634,4.59998E+13,-0.000577
1/1/14,Consumer Price Index,Insignias,0.986112,6.08336E+12,-0.000166
1/1/14,Consumer Price Index,Orbitals,0.94021,6.02371E+11,-7.00E-05
1/1/14,Consumer Price Index,POS Fuel,1.023448,1.35176E+13,0.000624
1/1/14,Consumer Price Index,Planetary Infrastructure,1.001007,72186099944,0
1/1/14,Consumer Price Index,Scripts,1.058404,30226154814,3.00E-06
1/1/14,Consumer Price Index,Security Tags,1.0136,1.4707E+12,3.90E-05
1/1/14,Consumer Price Index,Skills,0.997457,2.90596E+13,-0.000145
1/1/14,Consumer Price Index,Sovereignty Structures,0.938073,6.9879E+11,-8.50E-05
1/1/14,Consumer Price Index,Starbase structures,0.92332,1.13738E+13,-0.001719
1/1/14,Consumer Price Index,Tech I Rigs,0.951077,1.17459E+13,-0.001132
1/1/14,Consumer Price Index,Tech I modules,0.98733,9.78384E+13,-0.002443
1/1/14,Consumer Price Index,Tech I ships,1.028207,5.51294E+13,0.003065
1/1/14,Consumer Price Index,Tech II Rigs,0.942302,1.03779E+13,-0.00118
1/1/14,Consumer Price Index,Tech II modules,1.002655,2.62893E+13,0.000137
1/1/14,Consumer Price Index,Tech II ships,0.990979,6.20976E+13,-0.001104
1/1/14,Consumer Price Index,Tech III ships,0.999902,6.82257E+12,-1.00E-06
1/1/14,Consumer Price Index,Tech III subsystems,0.898049,1.14483E+13,-0.0023
1/1/14,Mineral Price Index,High-End Minerals,1.015188,5.9229E+12,0.004119
1/1/14,Mineral Price Index,Low-End Minerals,1.051822,1.59149E+13,0.037766
1/1/14,Primary Producer Price Index,Advanced Moon Materials,0.978313,1.27512E+13,-0.009051
1/1/14,Primary Producer Price Index,Alloys & Compounds,1.294904,12570265148,0.000121
1/1/14,Primary Producer Price Index,Blueprints,1.004348,12279467270,1.00E-06
1/1/14,Primary Producer Price Index,Commodity,1.088039,2.80812E+11,0.000809
1/1/14,Primary Producer Price Index,Datacores,0.941754,1.39565E+12,-0.00266
1/1/14,Primary Producer Price Index,Decryptors,0.99022,6.95512E+11,-0.000222
1/1/14,Primary Producer Price Index,Hybrid polymers,0.395553,3.42271E+11,-0.006771
1/1/14,Primary Producer Price Index,Ice,1.031708,1.59531E+12,0.001655
1/1/14,Primary Producer Price Index,Ore,1.028587,2.75446E+12,0.002577
1/1/14,Primary Producer Price Index,Planetary Processed Materials,1.015796,5.35718E+11,0.000276
1/1/14,Primary Producer Price Index,Planetary Raw Materials,1.037317,42420933193,5.10E-05
1/1/14,Primary Producer Price Index,Planetary Refined Commodities,0.965056,5.13958E+11,-0.000587
